latitude,longitude,facility_name,source_facility_type,odhf_facility_type,provider,city,province
50.616969,-108.467041,Cabri Medical Clinic (Primary Health Care Clinic),Clinic,Ambulatory Health Care Services,Saskatchewan Health Authorities,Cabri,Saskatchewan
50.769493,-103.795093,Fort Medical Clinic,Clinic,Ambulatory Health Care Services,Saskatchewan Health Authorities,Fort Quappelle,Saskatchewan
51.072922,-104.958868,Strasbourg & District Health Centre,Clinic,Ambulatory Health Care Services,Saskatchewan Health Authorities,Strasbourg,Saskatchewan
51.770736,-104.184049,Wynyard Community Health Centre,Clinic,Ambulatory Health Care Services,Saskatchewan Health Authorities,Wynyard,Saskatchewan
52.126443,-106.693822,Westside Community Clinic,Clinic,Ambulatory Health Care Services,Saskatchewan Health Authorities,Saskatoon,Saskatchewan
52.127985,-106.722061,West Winds Primary Health Centre,Clinic,Ambulatory Health Care Services,Saskatchewan Health Authorities,Saskatoon,Saskatchewan
52.134538,-106.661507,Saskatoon Community Clinic,Clinic,Ambulatory Health Care Services,Saskatchewan Health Authorities,Saskatoon,Saskatchewan
52.15184349,-106.5688844,Prairie View Health Centre,Clinic,Ambulatory Health Care Services,Saskatchewan Health Authorities,Mankota,Saskatchewan
52.773601,-108.294284,Twin City Medical Walk-In Clinic,Clinic,Ambulatory Health Care Services,Saskatchewan Health Authorities,North Battleford,Saskatchewan
52.8302425,-106.882716,Blaine Lake Primary Health Care Clinic,Clinic,Ambulatory Health Care Services,Saskatchewan Health Authorities,Blaine Lake,Saskatchewan
52.9846372,-105.4389316,Birch Hills Health Facility (Birch Hills Primary Health Care Clinic),Clinic,Ambulatory Health Care Services,Saskatchewan Health Authorities,Birch Hills,Saskatchewan
53.185035,-105.763018,West Hill Medical Clinic (South Hill Mall),Clinic,Ambulatory Health Care Services,Saskatchewan Health Authorities,Prince Albert,Saskatchewan
53.188956,-105.760679,South Hill Medical Practice,Clinic,Ambulatory Health Care Services,Saskatchewan Health Authorities,Prince Albert,Saskatchewan
53.198108,-105.739078,Supermed Family Medicine And Walk-In Clinic,Clinic,Ambulatory Health Care Services,Saskatchewan Health Authorities,Prince Albert,Saskatchewan
53.198987,-105.750889,Sexual Health Clinic - Access Place,Clinic,Ambulatory Health Care Services,Saskatchewan Health Authorities,Prince Albert,Saskatchewan
53.199125,-105.773,Prince Albert Medical Clinic,Clinic,Ambulatory Health Care Services,Saskatchewan Health Authorities,Prince Albert,Saskatchewan
53.201493,-105.733708,Walk-In Clinic At Walmart Prince Albert By Jack Nathan Health,Clinic,Ambulatory Health Care Services,Saskatchewan Health Authorities,Prince Albert,Saskatchewan
53.22049,-106.392067,Shellbrook Primary Health Care Clinic,Clinic,Ambulatory Health Care Services,Saskatchewan Health Authorities,Shellbrook,Saskatchewan
53.361959,-107.520244,Spiritwood And District Health Complex,Clinic,Ambulatory Health Care Services,Saskatchewan Health Authorities,Spiritwood,Saskatchewan
53.629951,-107.549492,Leoville Medical Clinic,Clinic,Ambulatory Health Care Services,Saskatchewan Health Authorities,Leoville,Saskatchewan
53.735768,-105.262795,Candle Lake Health Clinic,Clinic,Ambulatory Health Care Services,Saskatchewan Health Authorities,Candle Lake,Saskatchewan
53.8342818,-107.040604,Big River Health Centre,Clinic,Ambulatory Health Care Services,Saskatchewan Health Authorities,Big River,Saskatchewan
55.146799,-107.614342,Beauval Clinic,Clinic,Ambulatory Health Care Services,Saskatchewan Health Authorities,Beauval,Saskatchewan
55.861272,-108.480389,Buffalo Narrows Clinic,Clinic,Ambulatory Health Care Services,Saskatchewan Health Authorities,Buffalo Narrows,Saskatchewan
51.044848,-105.811652,Craik And District Health Centre,"Clinic, Long-Term Care",Ambulatory Health Care Services,Saskatchewan Health Authorities,Craik,Saskatchewan
49.90324,-109.489795,Southwest Integrated Healthcare Facility,"Clinic, Long-Term Care",Ambulatory Health Care Services,Saskatchewan Health Authorities,Maple Creek,Saskatchewan
52.130915,-106.636071,Student Health Centre - University Of Saskatchewan,Clinic,Ambulatory Health Care Services,Saskatchewan Health Authorities,Saskatoon,Saskatchewan
60.71789,-135.044,Yukon Communicable Disease Control (Ycdc),Communicable Disease Control,Ambulatory Health Care Services,Yukon Territories,Whitehorse,Yukon
42.29865097,-83.07045312,Windsor Essex Community Health Center,Community Health Center,Ambulatory Health Care Services,Province of Ontario,Windsor,Ontario
42.60433979,-81.60583949,West Elgin Community Health Center,Community Health Center,Ambulatory Health Care Services,Province of Ontario,West Elgin,Ontario
42.98903318,-81.22974771,London Intercommunity Health Center,Community Health Center,Ambulatory Health Care Services,Province of Ontario,London,Ontario
43.09633566,-82.00250066,North Lambton Community Health Center,Community Health Center,Ambulatory Health Care Services,Province of Ontario,Lambton Shores,Ontario
43.12950133,-80.75991847,Woodstock And Area Communities Health Center,Community Health Center,Ambulatory Health Care Services,Province of Ontario,Woodstock,Ontario
43.16328251,-79.23018339,Quest Community Health Center,Community Health Center,Ambulatory Health Care Services,Province of Ontario,St Catharines,Ontario
43.2727537,-79.8583639,North Hamilton Community Health Center,Community Health Center,Ambulatory Health Care Services,Province of Ontario,Hamilton,Ontario
43.3099406,-81.7502814,Grand Bend Area Community Health Center,Community Health Center,Ambulatory Health Care Services,Province of Ontario,Exeter,Ontario
43.3999977,-80.33580576,Langs Farm Village Association,Community Health Center,Ambulatory Health Care Services,Province of Ontario,Cambridge,Ontario
43.54778153,-80.25146465,Guelph Community Health Center,Community Health Center,Ambulatory Health Care Services,Province of Ontario,Guelph,Ontario
43.60350777,-79.50338882,Lakeshore Area Multi-Service Project Inc,Community Health Center,Ambulatory Health Care Services,Province of Ontario,Toronto,Ontario
43.64659738,-79.40423059,Parkdale Queen West Community Health Center,Community Health Center,Ambulatory Health Care Services,Province of Ontario,Toronto,Ontario
43.65422059,-79.36981238,Anishnawbe Health Toronto Community Health Center,Community Health Center,Ambulatory Health Care Services,Province of Ontario,Toronto,Ontario
43.65535868,-79.45842661,The Four Villages Community Health Center,Community Health Center,Ambulatory Health Care Services,Province of Ontario,Toronto,Ontario
43.65757158,-79.40343899,Access Alliance Multicultural Health And Community Services,Community Health Center,Ambulatory Health Care Services,Province of Ontario,Toronto,Ontario
43.66145369,-79.38430699,Center Francophone De Toronto,Community Health Center,Ambulatory Health Care Services,Province of Ontario,Toronto,Ontario
43.66168609,-79.38275468,Women's Health In Women's Hands Community Health Center,Community Health Center,Ambulatory Health Care Services,Province of Ontario,Toronto,Ontario
43.66954919,-79.39730609,Planned Parenthood Of Toronto,Community Health Center,Ambulatory Health Care Services,Province of Ontario,Toronto,Ontario
43.70972309,-79.39930509,Anne Johnston Health Station - Tobias House Attendant Care,Community Health Center,Ambulatory Health Care Services,Province of Ontario,Toronto,Ontario
43.71953449,-79.44494411,Unison Health And Community Services.,Community Health Center,Ambulatory Health Care Services,Province of Ontario,Toronto,Ontario
43.72807748,-79.7120768,Bramalea Community Health Center,Community Health Center,Ambulatory Health Care Services,Province of Ontario,Brampton,Ontario
43.73904541,-79.21573104,Scarborough Center For Healthy Communities,Community Health Center,Ambulatory Health Care Services,Province of Ontario,Toronto,Ontario
43.83562281,-79.53180675,Vaughan Community Health Center,Community Health Center,Ambulatory Health Care Services,Province of Ontario,Vaughan,Ontario
43.86928605,-78.84479043,Durham Community Health Center,Community Health Center,Ambulatory Health Care Services,Province of Ontario,Oshawa,Ontario
44.25568652,-76.498125,Kingston Community Health Centers,Community Health Center,Ambulatory Health Care Services,Province of Ontario,Kingston,Ontario
44.35293494,-78.73833674,Community Care City Of Kawartha Lakes,Community Health Center,Ambulatory Health Care Services,Province of Ontario,Lindsay,Ontario
44.4268626,-79.1419982,Brock Community Health Center,Community Health Center,Ambulatory Health Care Services,Province of Ontario,Beaverton,Ontario
44.47448562,-77.31669239,Gateway Community Health Center,Community Health Center,Ambulatory Health Care Services,Province of Ontario,Tweed,Ontario
44.69431581,-76.19447194,Country Roads Community Health Center,Community Health Center,Ambulatory Health Care Services,Province of Ontario,Portland,Ontario
44.757207,-63.658994,Cobequid Community Health Center,Community Health Center,Hospitals,Province of Nova Scotia,Sackville,Nova Scotia
45.08760375,-64.37074372,Eastern Kings Memorial Community Health Center,Community Health Center,Ambulatory Health Care Services,Province of Nova Scotia,Wolfville,Nova Scotia
45.41547135,-75.69776014,Centertown Community Health Center,Community Health Center,Ambulatory Health Care Services,Province of Ontario,Ottawa,Ontario
46.13613645,-80.42571986,Center De Sante Communautaire De Sudbury Est (Noelville & St Charles),Community Health Center,Ambulatory Health Care Services,Province of Ontario,Noelville,Ontario
48.39122016,-89.23746416,Norwest Community Health Center,Community Health Center,Ambulatory Health Care Services,Province of Ontario,Thunder Bay,Ontario
49.40550272,-91.63476557,Mary Berglund Community Health Center,Community Health Center,Ambulatory Health Care Services,Province of Ontario,Ignace,Ontario
49.8374043,-101.5238092,Maryfield Health Center,Community Health Center,Ambulatory Health Care Services,Saskatchewan Health Authorities,Maryfield,Saskatchewan
51.146105,-108.751929,Eston Health Center,Community Health Center,Nursing And Residential Care Facilities,Saskatchewan Health Authorities,Eston,Saskatchewan
51.198192,-108.032739,Elrose Health Center,Community Health Center,Nursing And Residential Care Facilities,Saskatchewan Health Authorities,Elrose,Saskatchewan
51.344404,-105.443397,Long Lake Valley Integrated Facility,Community Health Center,Nursing And Residential Care Facilities,Saskatchewan Health Authorities,Imperial,Saskatchewan
52.001224,-104.737,Leroy Community Health & Social Center,Community Health Center,Ambulatory Health Care Services,Saskatchewan Health Authorities,Leroy,Saskatchewan
52.070969,-104.256447,Quill Lake Community Health & Social Center,Community Health Center,Ambulatory Health Care Services,Saskatchewan Health Authorities,Quill Lake,Saskatchewan
52.132089,-104.519566,Watson Community Health Center,Community Health Center,Ambulatory Health Care Services,Saskatchewan Health Authorities,Watson,Saskatchewan
52.328761,-104.499409,Spalding Community Health Center,Community Health Center,Ambulatory Health Care Services,Saskatchewan Health Authorities,Spalding,Saskatchewan
52.406866,-107.24079,Borden Primary Health Center,Community Health Center,Ambulatory Health Care Services,Saskatchewan Health Authorities,Borden,Saskatchewan
53.282556,-103.591844,Carrot River Health Center,Community Health Center,Hospitals,Saskatchewan Health Authorities,Carrot River,Saskatchewan
53.956179,-102.263573,Cumberland House Health Center,Community Health Center,Ambulatory Health Care Services,Saskatchewan Health Authorities,Cumberland House,Saskatchewan
56.491177,-109.450785,La Loche Health Center,Community Health Center,Hospitals,Saskatchewan Health Authorities,La Loche,Saskatchewan
60.07099,-128.716,Watson Lake Health Center,Community Health Center,Ambulatory Health Care Services,Yukon Territories,Watson Lake,Yukon
60.16571,-134.707,Carcross Health Center,Community Health Center,Ambulatory Health Care Services,Yukon Territories,Carcross,Yukon
60.16652802,-132.7230122,Teslin Health Center,Community Health Center,Ambulatory Health Care Services,Yukon Territories,Teslin,Yukon
60.73159,-135.066,Whitehorse Health Center,Community Health Center,Ambulatory Health Care Services,Yukon Territories,Whitehorse,Yukon
60.75015,-137.51,Haines Junction Health Center,Community Health Center,Ambulatory Health Care Services,Yukon Territories,Haines Junction,Yukon
61.25343,-138.808,Destruction Bay Health Center,Community Health Center,Ambulatory Health Care Services,Yukon Territories,Destruction Bay,Yukon
61.98188,-132.453,Ross River Health Center,Community Health Center,Ambulatory Health Care Services,Yukon Territories,Ross River,Yukon
62.09032,-136.281,Carmacks Health Center,Community Health Center,Ambulatory Health Care Services,Yukon Territories,Carmacks,Yukon
62.23357,-133.361,Faro Health Center,Community Health Center,Ambulatory Health Care Services,Yukon Territories,Faro,Yukon
62.38611587,-140.8756483,Beaver Creek Health Center,Community Health Center,Ambulatory Health Care Services,Yukon Territories,Beaver Creek,Yukon
62.82062112,-136.5677669,Pelly Crossing Health Center,Community Health Center,Ambulatory Health Care Services,Yukon Territories,Pelly Crossing,Yukon
63.59499,-135.896,Mayo Health Center,Community Health Center,Ambulatory Health Care Services,Yukon Territories,Mayo,Yukon
67.56905634,-139.8410594,Old Crow Health Center,Community Health Center,Ambulatory Health Care Services,Yukon Territories,Old Crow,Yukon
42.04374165,-82.59059485,Leamington Mennonite Home,Community Support Service,Nursing And Residential Care Facilities,Province of Ontario,Leamington,Ontario
42.05267205,-82.59754225,Caldwell First Nation (Css),Community Support Service,Ambulatory Health Care Services,Province of Ontario,Leamington,Ontario
42.05812245,-82.58577985,South Essex Community Council Incorporated,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Leamington,Ontario
42.10448713,-83.10021441,Amherstburg Community Services,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Amherstburg,Ontario
42.16099956,-82.82474203,Corporation Of The County Of Essex - Victoria Street Manor/Sun Parlor Home,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Essex,Ontario
42.17301396,-82.82365463,Essex Retirees Social Club,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Essex,Ontario
42.17463046,-82.82524143,Essex Community Services,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Essex,Ontario
42.2848987,-83.063687,Hotel-Dieu Grace Healthcare Css,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Windsor,Ontario
42.28629447,-82.95830968,Victorian Order Of Nurses For Canada - Ontario Branch Windsor-Essex,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Windsor,Ontario
42.29329099,-82.706011,Community Support Centre Of Essex County,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Lakeshore,Ontario
42.30016487,-83.0098548,Family Services Windsor-Essex,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Windsor,Ontario
42.30329217,-83.07435282,Assisted Living Southwestern Ontario,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Windsor,Ontario
42.30689927,-83.05485171,Centres For Seniors Windsor,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Windsor,Ontario
42.30778917,-83.0269943,The Canadian Hearing Society - Windsor Region,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Windsor,Ontario
42.31179348,-82.88280396,"Tecumseh Seniors Transit, Inc.",Community Support Service,Ambulatory Health Care Services,Province of Ontario,Windsor,Ontario
42.31207858,-82.95423208,"Hospice Of Windsor And Essex County, The",Community Support Service,Nursing And Residential Care Facilities,Province of Ontario,Windsor,Ontario
42.31669177,-83.0061887,Alzheimer Society Of Windsor And Essex County,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Windsor,Ontario
42.32701458,-82.97842729,The Canadian National Institute For The Blind - Ont Div - Windsor District,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Windsor,Ontario
42.38576803,-82.20489826,Erie St. Clair Lhin-Home Care,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Chatham-Kent,Ontario
42.39876093,-82.20622706,Maple City Centre For Older Adults O/A Active Lifestyle Centre,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Chatham-Kent,Ontario
42.40422263,-82.16460105,New Beginnings Abi And Stroke Recovery Association,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Chatham-Kent,Ontario
42.40436573,-82.17965245,Family Service Kent,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Chatham-Kent,Ontario
42.41444853,-82.18305125,Alzheimer Society Of Chatham-Kent,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Chatham-Kent,Ontario
42.56381627,-81.87570007,Delaware Nation (Moravian Of The Thames) (Css),Community Support Service,Ambulatory Health Care Services,Province of Ontario,Thamesville,Ontario
42.5797674,-82.5128383,Walpole Island First Nation,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Wallaceburg,Ontario
42.604781,-81.60574,Chippewas Of Georgina Island First Nations,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Georgina,Ontario
42.73878874,-81.19297157,Alzheimer Society Of Elgin-St. Thomas,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Saint Thomas,Ontario
42.78604403,-81.46577876,Kiikeewanniikaan South West Regional Healing Lodge (Css),Community Support Service,Ambulatory Health Care Services,Province of Ontario,Muncey,Ontario
42.78604403,-81.46577876,Wulaawsuwiikaan Healing Lodge,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Muncey,Ontario
42.78619623,-81.47355197,Munsee-Delaware Nation (Css),Community Support Service,Ambulatory Health Care Services,Province of Ontario,Muncey,Ontario
42.80412155,-81.15985057,Corporation Of The City Of St. Thomas - Valleyview Home,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Saint Thomas,Ontario
42.80845733,-81.53664599,Southwest Ontario Aboriginal Health Access Centre (Css),Community Support Service,Ambulatory Health Care Services,Province of Ontario,Muncey,Ontario
42.81935384,-81.40965495,Oneida First Nation Of The Thames,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Southwold,Ontario
42.82015534,-81.44030796,Chippewas Of The Thames Band (Css),Community Support Service,Ambulatory Health Care Services,Province of Ontario,Muncey,Ontario
42.8513806,-80.30845961,Dementia Alliance,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Simcoe,Ontario
42.86541598,-80.72278514,Multi-Service Centre,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Tillsonburg,Ontario
42.93600731,-82.41599187,Aamjiwnaang First Nation Chippewas Of Sarnia,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Sarnia,Ontario
42.94410837,-81.2242039,Corporation Of The City Of London,Community Support Service,Ambulatory Health Care Services,Province of Ontario,London,Ontario
42.96037,-82.117858,The Corporation Of The County Of Lambton - Long-Term Care Division,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Plympton-Wyoming,Ontario
42.96171348,-81.22700821,The Canadian National Institute For The Blind - Ont Div - London,Community Support Service,Ambulatory Health Care Services,Province of Ontario,London,Ontario
42.97282622,-82.40586297,Ontario March Of Dimes - Chatham Branch,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Sarnia,Ontario
42.97345802,-82.40116207,Sarnia & District Senior Volunteer Community Services,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Sarnia,Ontario
42.9764666,-82.3412744,March Of Dimes Canada - Sarnia,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Sarnia,Ontario
42.97647492,-82.34127865,Family Counselling Centre,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Sarnia,Ontario
42.97690648,-81.23850631,Alice Saddy Association,Community Support Service,Ambulatory Health Care Services,Province of Ontario,London,Ontario
42.97811638,-81.24222821,The Canadian Hearing Society - London Region,Community Support Service,Ambulatory Health Care Services,Province of Ontario,London,Ontario
42.98009854,-82.11885909,Lambton Elderly Outreach,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Plympton-Wyoming,Ontario
42.98258488,-81.26139442,Council For London Seniors,Community Support Service,Ambulatory Health Care Services,Province of Ontario,London,Ontario
42.98258488,-81.26139442,Over 55 (London) Inc.,Community Support Service,Ambulatory Health Care Services,Province of Ontario,London,Ontario
42.98299228,-81.29275553,Hutton House Association For Adults With Disabilities,Community Support Service,Ambulatory Health Care Services,Province of Ontario,London,Ontario
42.98313058,-81.24835931,Regional Hiv/Aids Connection (Css),Community Support Service,Ambulatory Health Care Services,Province of Ontario,London,Ontario
42.98371662,-82.38589267,"The Canadian Red Cross, Ontario Zone, Sarnia-Lambton Branch",Community Support Service,Ambulatory Health Care Services,Province of Ontario,Sarnia,Ontario
42.98421102,-82.38565967,Alzheimer Society Of Sarnia-Lambton,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Sarnia,Ontario
42.98523708,-81.24835651,South West Local Health Integration Network,Community Support Service,Ambulatory Health Care Services,Province of Ontario,London,Ontario
42.98657228,-81.28184972,South West Lhin-Home Care,Community Support Service,Ambulatory Health Care Services,Province of Ontario,London,Ontario
42.99040277,-79.22212028,Niagara District Homes Committee For The Physically Disabled (The),Community Support Service,Ambulatory Health Care Services,Province of Ontario,Welland,Ontario
42.99111468,-81.2105322,Victorian Order Of Nurses For Canada - Ontario Branch Middlesex,Community Support Service,Ambulatory Health Care Services,Province of Ontario,London,Ontario
42.99374598,-81.24300271,Participation House Support Services,Community Support Service,Ambulatory Health Care Services,Province of Ontario,London,Ontario
42.99376778,-79.23185768,Centre De Sante Communautaire Hamilton-Wentworth - Css,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Welland,Ontario
42.99711068,-81.23650961,John Gordon Home (London Regional Aids Hospice),Community Support Service,Ambulatory Health Care Services,Province of Ontario,London,Ontario
42.99826238,-81.2030626,Governing Council Of Salvation Army - London Village Adult Day Program,Community Support Service,Ambulatory Health Care Services,Province of Ontario,London,Ontario
42.99846998,-81.2152564,"Cheshire Homes Of London, Inc.",Community Support Service,Nursing And Residential Care Facilities,Province of Ontario,London,Ontario
42.99846998,-81.2152564,Dale Brain Injury Services Inc.,Community Support Service,Ambulatory Health Care Services,Province of Ontario,London,Ontario
42.99997294,-80.09523395,Mississaugas Of The New Credit First Nation,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Hagersville,Ontario
43.00530568,-81.30809613,Sherwood Forest (Trinity) Housing Corporation,Community Support Service,Ambulatory Health Care Services,Province of Ontario,London,Ontario
43.01305928,-81.24125911,"Canadian Mental Health Association, London-Middlesex Branch",Community Support Service,Ambulatory Health Care Services,Province of Ontario,London,Ontario
43.01664828,-81.26913702,Alzheimer Society Of London And Middlesex,Community Support Service,Ambulatory Health Care Services,Province of Ontario,London,Ontario
43.01781968,-81.26516492,St. Joseph's Hospice,Community Support Service,Nursing And Residential Care Facilities,Province of Ontario,London,Ontario
43.02532,-80.89394331,Ingersoll Services For Seniors,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Ingersoll,Ontario
43.1110871,-79.23930319,Brain Injury Community Re-Entry (Niagara) Inc.,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Thorold,Ontario
43.1129363,-79.24221079,March Of Dimes Canada - Niagara,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Thorold,Ontario
43.1176724,-79.23961159,Ontario Brain Injury Association,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Thorold,Ontario
43.1246366,-80.2781124,Participation House Brantford,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Brantford,Ontario
43.12596315,-80.27606552,John Noble Home,Community Support Service,Nursing And Residential Care Facilities,Province of Ontario,Brantford,Ontario
43.12915187,-79.83736468,Glanbrook Community Services,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Hamilton,Ontario
43.12995893,-80.75260207,Alzheimer Society Of Oxford,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Woodstock,Ontario
43.13684433,-80.75483167,Victorian Order Of Nurses - Oxford Branch,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Woodstock,Ontario
43.14153475,-80.26974712,Canadian Red Cross Society Ontario Zone (The) - Brantford Branch,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Brantford,Ontario
43.14248265,-80.27205522,Alzheimer Society Of Brant,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Brantford,Ontario
43.1448129,-79.2697296,Community Support Services Of Niagara Region,Community Support Service,Ambulatory Health Care Services,Province of Ontario,St. Catharines,Ontario
43.14535469,-81.53006982,Craigwiel Gardens,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Ailsa Craig,Ontario
43.14553416,-80.23530631,St. Joseph's Lifecare Centre,Community Support Service,Nursing And Residential Care Facilities,Province of Ontario,Brantford,Ontario
43.14755536,-80.23320331,Aberdeen Health & Community Services,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Brantford,Ontario
43.15628086,-80.24140951,Hamilton Niagara Haldimand Branch Community Care Access Centre (Css),Community Support Service,Ambulatory Health Care Services,Province of Ontario,Brantford,Ontario
43.1576075,-79.38808084,United Mennonite Home,Community Support Service,Nursing And Residential Care Facilities,Province of Ontario,Lincoln,Ontario
43.16420061,-79.2367039,Canadian Red Cross Society Ontario Zone (The) - Niagara Five Branches,Community Support Service,Ambulatory Health Care Services,Province of Ontario,St Catharines,Ontario
43.17723146,-80.24016811,Adult Recreation Therapy Centre,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Brantford,Ontario
43.17887838,-81.99593417,Chippewas Of Kettle And Stony Point Home Support Program,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Lambton Shores,Ontario
43.18351721,-79.26633031,Alzheimer Society Of Niagara Region,Community Support Service,Ambulatory Health Care Services,Province of Ontario,St Catharines,Ontario
43.18351721,-79.26633031,Hospice Niagara,Community Support Service,Nursing And Residential Care Facilities,Province of Ontario,St Catharines,Ontario
43.1845707,-79.52728319,Hamilton Niagara Haldimand Brant Local Health Integration Network,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Grimsby,Ontario
43.185995,-79.52649269,Rose Cottage Visiting Volunteers,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Grimsby,Ontario
43.18798086,-80.37880636,Canadian Deafblind Association Ontario Chapter,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Brant,Ontario
43.19880249,-79.79429247,The Salvation Army Mountberry Adult Day Service,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Hamilton,Ontario
43.20027151,-79.22528859,Niagara Ina Grafton Gage Village,Community Support Service,Ambulatory Health Care Services,Province of Ontario,St Catharines,Ontario
43.20362518,-79.89552741,March Of Dimes Canada - Hamilton,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Hamilton,Ontario
43.20362518,-79.89552741,St. Joseph's Home Care,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Hamilton,Ontario
43.20834778,-79.8768475,Dr. Bob Kemp Hospice,Community Support Service,Nursing And Residential Care Facilities,Province of Ontario,Hamilton,Ontario
43.21650318,-79.89718941,Helen Zurbrigg Non-Profit Homes Inc.,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Hamilton,Ontario
43.22526378,-79.97666674,Ancaster Community Services,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Hamilton,Ontario
43.22611312,-79.09861726,Anagram Premier/Rescare Premier Canada,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Niagara-On-The-Lake,Ontario
43.23365099,-79.79279368,Canadian National Institute For The Blind (The) - Central West Region,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Hamilton,Ontario
43.23397249,-79.84680429,Banyan Community Services Inc,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Hamilton,Ontario
43.23994919,-79.91538542,Capability Support Services Inc.,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Hamilton,Ontario
43.24048479,-79.92012482,Ableliving Services Inc.,Community Support Service,Nursing And Residential Care Facilities,Province of Ontario,Hamilton,Ontario
43.24748669,-79.8504159,Good Shepherd Centre Hamilton (The),Community Support Service,Ambulatory Health Care Services,Province of Ontario,Hamilton,Ontario
43.24835429,-79.8712476,Community Mental Health & Addictions,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Hamilton,Ontario
43.24835649,-79.84311419,De Dwa Da Dehs Nye's Aboriginal Health Centre,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Hamilton,Ontario
43.24868989,-79.81072298,Hamilton East Kiwanis Boys' And Girls' Club - Adult Day Program,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Hamilton,Ontario
43.25128269,-79.8519978,Catholic Family Services Of Hamilton,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Hamilton,Ontario
43.25156843,-81.1333145,Corporation Of The Town Of St. Marys - Home Support Services,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Saint Marys,Ontario
43.25156843,-81.1333145,St. Marys And Area Mobility Service,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Saint Marys,Ontario
43.25287159,-79.8576425,Canadian Red Cross Society Ontario Zone (The) - Hamilton/Flamborough Branch,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Hamilton,Ontario
43.2532233,-79.0661169,Niagara-On-The Lake Community Palliative Care Service,Community Support Service,Ambulatory Health Care Services,Province of Ontario,Niagara-On-The-Lake,Ontario
